Grupa	Podgrupa	Šifra	Naziv Latinski	Naziv		Šifra	Naziv engleski
V01-Y98	V30-V39	V37.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V37.5	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Driver injured in traffic accident
V01-Y98	V30-V39	V37.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V37.6	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Passenger injured in traffic accident
V01-Y98	V30-V39	V37.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V37.7	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Person on outside of vehicle injured in traffic accident
V01-Y98	V30-V39	V37.9	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V37.9	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident
V01-Y98	V30-V39	V38	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SAOBRACAJNOM UDESU BEZ SUDARA	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SAOBRACAJNOM UDESU BEZ SUDARA	1	V38.-	Occupant of three-wheeled motor vehicle injured in noncollision transport accident
V01-Y98	V30-V39	V38.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V38.0	Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Driver injured in nontraffic accident
V01-Y98	V30-V39	V38.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V38.1	Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Passenger injured in nontraffic accident
V01-Y98	V30-V39	V38.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V38.2	Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V30-V39	V38.3	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V38.3	Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident
V01-Y98	V30-V39	V38.4	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU PENJANJA ILI SILAŽENJA	1	V38.4	Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Person injured while boarding or alighting
V01-Y98	V30-V39	V38.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V38.5	Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Driver injured in traffic accident
V01-Y98	V30-V39	V38.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V38.6	Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Passenger injured in traffic accident
V01-Y98	V30-V39	V38.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V38.7	Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Person on outside of vehicle injured in traffic accident
V01-Y98	V30-V39	V38.9	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOČKA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V38.9	Occupant of three-wheeled motor vehicle injured in noncollision transport accident: Unspecified occupant of three-wheeled motor vehicle injured in traffic accident
V01-Y98	V30-V39	V39	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U DRUGIM I NEOZNAČENIM SAOBRACAJNIM UDESIMA	PUTNIK MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U DRUGIM I NEOZNAČENIM SAOBRACAJNIM UDESIMA	1	V39.-	Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents
V01-Y98	V30-V39	V39.0	VOZAC POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U NESAOBRACAJNOM UDESU	VOZAC POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U NESAOBRACAJNOM UDESU	1	V39.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
V01-Y98	V30-V39	V39.1	PROLAZNIK POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U NESAOBRACAJNOM UDESU	PROLAZNIK POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U NESAOBRACAJNOM UDESU	1	V39.1	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
V01-Y98	V30-V39	V39.2	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA DR. I NEOZNAČENIM MOT.VOZILOM U NESAOBRAC.UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA DR. I NEOZNAČENIM MOT.VOZILOM U NESAOBRAC.UDESU	1	V39.2	Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident
V01-Y98	V30-V39	V39.3	PUTNIK (SVAKI) MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U NEOZNAČENOM NESAOBRACAJNOM UDESU	PUTNIK (SVAKI) MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U NEOZNAČENOM NESAOBRACAJNOM UDESU	1	V39.3	Occupant [any] of three-wheeled motor vehicle injured in unspecified nontraffic accident
V01-Y98	V30-V39	V39.4	VOZAC POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U SAOBRACAJNOM UDESU	VOZAC POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U SAOBRACAJNOM UDESU	1	V39.4	Driver injured in collision with other and unspecified motor vehicles in traffic accident
V01-Y98	V30-V39	V39.5	PROLAZNIK POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U SAOBRACAJNOM UDESU	PROLAZNIK POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U SAOBRACAJNOM UDESU	1	V39.5	Passenger injured in collision with other and unspecified motor vehicles in traffic accident
V01-Y98	V30-V39	V39.6	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U SAOBRACAJNOM UDESU	PUTNIK (NEPOZNAT) MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U SUDARU SA DRUGIM I NEOZNAČENIM MOTORNIM VOZILOM U SAOBRACAJNOM UDESU	1	V39.6	Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in traffic accident
V01-Y98	V30-V39	V39.8	PUTNIK (SVAKI) MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U DRUGIM OZNAČENIM SAOBRACAJNIM UDESIMA	PUTNIK (SVAKI) MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U DRUGIM OZNAČENIM SAOBRACAJNIM UDESIMA	1	V39.8	Occupant [any] of three-wheeled motor vehicle injured in other specified transport accidents
V01-Y98	V30-V39	V39.9	PUTNIK (SVAKI) MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U NEOZNAČENOM SAOBRACAJNOM UDESU	PUTNIK (SVAKI) MOTORNOG VOZILA SA TRI TOCKA POVRIJEDJEN U NEOZNAČENOM SAOBRACAJNOM UDESU	1	V39.9	Occupant [any] of three-wheeled motor vehicle injured in unspecified traffic accident
V01-Y98	V40-V49	V40	PUTNIK AUTOMOBILA POVRIJEDJEN U SUDARU SA PJESAKOM ILI ZIVOTINJOM	PUTNIK AUTOMOBILA POVRIJEDJEN U SUDARU SA PJESAKOM ILI ZIVOTINJOM	1	V40.-	Car occupant injured in collision with pedestrian or animal
V01-Y98	V40-V49	V40.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V40.0	Car occupant injured in collision with pedestrian or animal: Driver injured in nontraffic accident
V01-Y98	V40-V49	V40.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V40.1	Car occupant injured in collision with pedestrian or animal: Passenger injured in nontraffic accident
V01-Y98	V40-V49	V40.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V40.2	Car occupant injured in collision with pedestrian or animal: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V40-V49	V40.3	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V40.3	Car occupant injured in collision with pedestrian or animal: Unspecified car occupant injured in nontraffic accident
V01-Y98	V40-V49	V40.4	OSOBA POVRIJEĐENA U TOKU ULAŽENJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU ULAŽENJA ILI SILAŽENJA	1	V40.4	Car occupant injured in collision with pedestrian or animal: Person injured while boarding or alighting
V01-Y98	V40-V49	V40.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V40.5	Car occupant injured in collision with pedestrian or animal: Driver injured in traffic accident
V01-Y98	V40-V49	V40.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V40.6	Car occupant injured in collision with pedestrian or animal: Passenger injured in traffic accident
V01-Y98	V40-V49	V40.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V40.7	Car occupant injured in collision with pedestrian or animal: Person on outside of vehicle injured in traffic accident
V01-Y98	V40-V49	V40.9	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V40.9	Car occupant injured in collision with pedestrian or animal: Unspecified car occupant injured in traffic accident
V01-Y98	V40-V49	V41	PUTNIK AUTOMOBILA POVRIJEDJEN U SUDARU SA BICIKLISTOM	PUTNIK AUTOMOBILA POVRIJEDJEN U SUDARU SA BICIKLISTOM	1	V41.-	Car occupant injured in collision with pedal cycle
V01-Y98	V40-V49	V41.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V41.0	Car occupant injured in collision with pedal cycle: Driver injured in nontraffic accident
V01-Y98	V40-V49	V41.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V41.1	Car occupant injured in collision with pedal cycle: Passenger injured in nontraffic accident
V01-Y98	V40-V49	V41.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V41.2	Car occupant injured in collision with pedal cycle: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V40-V49	V41.3	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V41.3	Car occupant injured in collision with pedal cycle: Unspecified car occupant injured in nontraffic accident
V01-Y98	V40-V49	V41.4	OSOBA POVRIJEĐENA U TOKU ULAŽENJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU ULAŽENJA ILI SILAŽENJA	1	V41.4	Car occupant injured in collision with pedal cycle: Person injured while boarding or alighting
V01-Y98	V40-V49	V41.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V41.5	Car occupant injured in collision with pedal cycle: Driver injured in traffic accident
V01-Y98	V40-V49	V41.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V41.6	Car occupant injured in collision with pedal cycle: Passenger injured in traffic accident
V01-Y98	V40-V49	V41.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V41.7	Car occupant injured in collision with pedal cycle: Person on outside of vehicle injured in traffic accident
V01-Y98	V40-V49	V41.9	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V41.9	Car occupant injured in collision with pedal cycle: Unspecified car occupant injured in traffic accident
V01-Y98	V40-V49	V42	PUTNIK AUTOMOBILA POVRIJEDJEN U SUDARU SA MOTORNIM VOZILOM SA DVA ILI TRI TOCKA	PUTNIK AUTOMOBILA POVRIJEDJEN U SUDARU SA MOTORNIM VOZILOM SA DVA ILI TRI TOCKA	1	V42.-	Car occupant injured in collision with two- or three-wheeled motor vehicle
V01-Y98	V40-V49	V42.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V42.0	Car occupant injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident
V01-Y98	V40-V49	V42.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V42.1	Car occupant injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident
V01-Y98	V40-V49	V42.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V42.2	Car occupant injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V40-V49	V42.3	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V42.3	Car occupant injured in collision with two- or three-wheeled motor vehicle: Unspecified car occupant injured in nontraffic accident
V01-Y98	V40-V49	V42.4	OSOBA POVRIJEĐENA U TOKU ULAŽENJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU ULAŽENJA ILI SILAŽENJA	1	V42.4	Car occupant injured in collision with two- or three-wheeled motor vehicle: Person injured while boarding or alighting
V01-Y98	V40-V49	V42.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V42.5	Car occupant injured in collision with two- or three-wheeled motor vehicle: Driver injured in traffic accident
V01-Y98	V40-V49	V42.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V42.6	Car occupant injured in collision with two- or three-wheeled motor vehicle: Passenger injured in traffic accident
V01-Y98	V40-V49	V42.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V42.7	Car occupant injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in traffic accident
V01-Y98	V40-V49	V42.9	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V42.9	Car occupant injured in collision with two- or three-wheeled motor vehicle: Unspecified car occupant injured in traffic accident
V01-Y98	V40-V49	V43	PUTNIK AUTOMOBILA POVRIJEDJEN U SUDARU SA AUTOMOBILOM, DOSTAVNIM VOZILOM ILI KAMIONOM	PUTNIK AUTOMOBILA POVRIJEDJEN U SUDARU SA AUTOMOBILOM, DOSTAVNIM VOZILOM ILI KAMIONOM	1	V43.-	Car occupant injured in collision with car, pick-up truck or van
V01-Y98	V40-V49	V43.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V43.0	Car occupant injured in collision with car, pick-up truck or van: Driver injured in nontraffic accident
V01-Y98	V40-V49	V43.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V43.1	Car occupant injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident
V01-Y98	V40-V49	V43.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V43.2	Car occupant injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V40-V49	V43.3	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V43.3	Car occupant injured in collision with car, pick-up truck or van: Unspecified car occupant injured in nontraffic accident
V01-Y98	V40-V49	V43.4	OSOBA POVRIJEĐENA U TOKU ULAŽENJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU ULAŽENJA ILI SILAŽENJA	1	V43.4	Car occupant injured in collision with car, pick-up truck or van: Person injured while boarding or alighting
V01-Y98	V40-V49	V43.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V43.5	Car occupant injured in collision with car, pick-up truck or van: Driver injured in traffic accident
V01-Y98	V40-V49	V43.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V43.6	Car occupant injured in collision with car, pick-up truck or van: Passenger injured in traffic accident
V01-Y98	V40-V49	V43.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V43.7	Car occupant injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident
V01-Y98	V40-V49	V43.9	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V43.9	Car occupant injured in collision with car, pick-up truck or van: Unspecified car occupant injured in traffic accident
V01-Y98	V40-V49	V44	PUTNIK AUTOMOBILA POVRIJEDJEN U SUDARU SA TESKIM TRANSPORTNIM VOZILOM ILI AUTOBUSOM	PUTNIK AUTOMOBILA POVRIJEDJEN U SUDARU SA TESKIM TRANSPORTNIM VOZILOM ILI AUTOBUSOM	1	V44.-	Car occupant injured in collision with heavy transport vehicle or bus
V01-Y98	V40-V49	V44.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V44.0	Car occupant injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident
V01-Y98	V40-V49	V44.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V44.1	Car occupant injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident
V01-Y98	V40-V49	V44.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V44.2	Car occupant injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V40-V49	V44.3	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V44.3	Car occupant injured in collision with heavy transport vehicle or bus: Unspecified car occupant injured in nontraffic accident
V01-Y98	V40-V49	V44.4	OSOBA POVRIJEĐENA U TOKU ULAŽENJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU ULAŽENJA ILI SILAŽENJA	1	V44.4	Car occupant injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting
V01-Y98	V40-V49	V44.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V44.5	Car occupant injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident
V01-Y98	V40-V49	V44.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V44.6	Car occupant injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident
V01-Y98	V40-V49	V44.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V44.7	Car occupant injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident
V01-Y98	V40-V49	V44.9	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V44.9	Car occupant injured in collision with heavy transport vehicle or bus: Unspecified car occupant injured in traffic accident
V01-Y98	V40-V49	V45	PUTNIK AUTOMOBILA POVRIJEDJEN U SUDARU SA ZELJEZNICKIM VOZOM ILI VOZILOM NA ZELJEZNICKOJ PRUZI	PUTNIK AUTOMOBILA POVRIJEDJEN U SUDARU SA ZELJEZNICKIM VOZOM ILI VOZILOM NA ZELJEZNICKOJ PRUZI	1	V45.-	Car occupant injured in collision with railway train or railway vehicle
V01-Y98	V40-V49	V45.0	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V45.0	Car occupant injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident
V01-Y98	V40-V49	V45.1	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V45.1	Car occupant injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident
V01-Y98	V40-V49	V45.2	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U NESAOBRAĆAJNOM UDESU	1	V45.2	Car occupant injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident
V01-Y98	V40-V49	V45.3	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U NESAOBRAĆAJNOM UDESU	1	V45.3	Car occupant injured in collision with railway train or railway vehicle: Unspecified car occupant injured in nontraffic accident
V01-Y98	V40-V49	V45.4	OSOBA POVRIJEĐENA U TOKU ULAŽENJA ILI SILAŽENJA	OSOBA POVRIJEĐENA U TOKU ULAŽENJA ILI SILAŽENJA	1	V45.4	Car occupant injured in collision with railway train or railway vehicle: Person injured while boarding or alighting
V01-Y98	V40-V49	V45.5	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	VOZAČ POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V45.5	Car occupant injured in collision with railway train or railway vehicle: Driver injured in traffic accident
V01-Y98	V40-V49	V45.6	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PROLAZNIK POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V45.6	Car occupant injured in collision with railway train or railway vehicle: Passenger injured in traffic accident
V01-Y98	V40-V49	V45.7	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	OSOBA VAN VOZILA  POVRIJEĐENA U SAOBRAĆAJNOM UDESU	1	V45.7	Car occupant injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in traffic accident
V01-Y98	V40-V49	V45.9	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	PUTNIK (NEPOZNAT) AUTOMOBILA POVRIJEĐEN U SAOBRAĆAJNOM UDESU	1	V45.9	Car occupant injured in collision with railway train or railway vehicle: Unspecified car occupant injured in traffic accident
